A._hypogaea_l._(AhFatA),0
Arabidopsis_thaliana,0
Auxenochlorella_protothecoides,0
Brassica_juncea_(BjFatB1),0
Brassica_juncea_(BjFatB2),0
Brassica_juncea_(BjFatB3),0
Brassica_juncea_(BjFatB4),0
Cinnamomum_camphorum,0
Cocos_nucifera_(CnFatB1),0
Cocos_nucifera_(CnFatB2),0
Cocos_nucifera_(CnFatB3),0
Cuphea_aequipetala_(Ca1FatB1),0
Cuphea_aequipetala_(Ca1FatB2),1
Cuphea_avigera_(Ca2FatB2),1
Cuphea_carthagenesis_(CcFatB),0
Cuphea_decandra_(Cd1FatB1),0
Cuphea_hookeriana(short)_(ChFatB2),1
Cuphea_hookeriana_(ChFatB1),0
Cuphea_leptopoda_(Cl1FatB1),0
Cuphea_leptopoda_(Cl2FatB2),1
Cuphea_leptopoda_(Cl3FatB1),0
Cuphea_leptopoda_(Cl4FatB1),1
Cuphea_palustris(long)_(CpFatB2),0
Cuphea_palustris_(CpFatB1),1
Cuphea_paucipetala_(Cp1FatB1),0
Cuphea_viscosissima_(CvFatB1),1
Cuphea_viscosissima_(CvFatB2),0
Cuphea_viscosissima_(CvFatB3),0
Cuphea_viscosisssima_(CvB2MT1,1
Cuphea_viscosisssima_(CvB2MT10,1
Cuphea_viscosisssima_(CvB2MT11,0
Cuphea_viscosisssima_(CvB2MT12,1
Cuphea_viscosisssima_(CvB2MT13,0
Cuphea_viscosisssima_(CvB2MT14,0
Cuphea_viscosisssima_(CvB2MT15,1
Cuphea_viscosisssima_(CvB2MT16,0
Cuphea_viscosisssima_(CvB2MT17),1
Cuphea_viscosisssima_(CvB2MT18,1
Cuphea_viscosisssima_(CvB2MT19,1
Cuphea_viscosisssima_(CvB2MT2,0
Cuphea_viscosisssima_(CvB2MT20,1
Cuphea_viscosisssima_(CvB2MT21,0
Cuphea_viscosisssima_(CvB2MT22,1
Cuphea_viscosisssima_(CvB2MT23,0
Cuphea_viscosisssima_(CvB2MT24,0
Cuphea_viscosisssima_(CvB2MT25),1
Cuphea_viscosisssima_(CvB2MT26,1
Cuphea_viscosisssima_(CvB2MT27,1
Cuphea_viscosisssima_(CvB2MT28,0
Cuphea_viscosisssima_(CvB2MT29,1
Cuphea_viscosisssima_(CvB2MT3,0
Cuphea_viscosisssima_(CvB2MT30,1
Cuphea_viscosisssima_(CvB2MT31,1
Cuphea_viscosisssima_(CvB2MT32,1
Cuphea_viscosisssima_(CvB2MT33),1
Cuphea_viscosisssima_(CvB2MT34),1
Cuphea_viscosisssima_(CvB2MT35,1
Cuphea_viscosisssima_(CvB2MT36,1
Cuphea_viscosisssima_(CvB2MT37,1
Cuphea_viscosisssima_(CvB2MT38,0
Cuphea_viscosisssima_(CvB2MT4,0
Cuphea_viscosisssima_(CvB2MT40,1
Cuphea_viscosisssima_(CvB2MT41,1
Cuphea_viscosisssima_(CvB2MT42,1
Cuphea_viscosisssima_(CvB2MT43,0
Cuphea_viscosisssima_(CvB2MT44,1
Cuphea_viscosisssima_(CvB2MT45,1
Cuphea_viscosisssima_(CvB2MT47,1
Cuphea_viscosisssima_(CvB2MT48,1
Cuphea_viscosisssima_(CvB2MT5,0
Cuphea_viscosisssima_(CvB2MT6),1
Cuphea_viscosisssima_(CvB2MT7,0
Cuphea_viscosisssima_(CvB2MT8,0
Cuphea_viscosisssima_(CvB2MT9,0
Cuphea_viscosisssima_(CvFatB1,1
Cuphea_viscosisssima_(CvFatB2,0
Diploknema_butyracea,0
Elaeis_guineensis,0
Gossypium_hirsutum,0
Helianthus_Annuus_(HaFatA1),0
Helianthus_Annuus_(HaFatB1),0
Iris_germanica_1,0
Iris_germanica_2,0
Jatropha_curcas,0
Lindera_communis,0
Micromonas_pusilla,0
Physcomitrella_patens,0
Prunus_sibirica_L._(Siberian,0
Ricinus_communis,0
rTE12,1
rTE15,1
rTE16,1
rTE20,1
rTE24,0
rTE28,0
rTE3,1
rTE32,1
rTE36,1
rTE4,1
rTE40,0
rTE44,0
rTE48,1
rTE51,1
rTE52,1
rTE56,0
rTE60,0
rTE8,1
Sorghum_bicolor_1,0
Sorghum_bicolor_2,0
Sorghum_bicolor_4,0
UcFatB1(197M-M199H),0
UcFatB1(R197M-M199H-T231K),0
UcFatB1(T231K),1
Ulmus_americana,1
Umbellularia_californica_(UcFatB1),1
Umbellularia_californica_(UcFatB2),1
