aac_pssm0,aac_pssm1,aac_pssm2,aac_pssm3,aac_pssm4,aac_pssm5,aac_pssm6,aac_pssm7,aac_pssm8,aac_pssm9,aac_pssm10,aac_pssm11,aac_pssm12,aac_pssm13,aac_pssm14,aac_pssm15,aac_pssm16,aac_pssm17,aac_pssm18,aac_pssm19
-0.7676056338028168,-0.7605633802816901,-0.7535211267605633,-1.1784037558685443,-1.4201877934272302,-0.9061032863849764,-0.8145539906103286,-1.5422535211267605,-0.7253521126760563,-0.9342723004694836,-1.2394366197183095,-0.7676056338028168,-0.6173708920187794,-1.18075117370892,-1.575117370892019,-0.4530516431924883,-0.4694835680751174,-1.9154929577464783,-1.0657276995305165,-0.931924882629108
-0.7541766109785203,-0.7852028639618138,-0.7064439140811456,-1.2267303102625295,-1.4009546539379476,-0.828162291169451,-0.828162291169451,-1.5155131264916468,-0.7040572792362767,-0.8854415274463007,-1.1861575178997614,-0.6515513126491647,-0.5441527446300716,-1.1742243436754176,-1.6014319809069213,-0.4105011933174224,-0.4105011933174224,-1.8663484486873507,-1.0548926014319808,-0.9355608591885438
-0.9063291139240504,-0.8025316455696202,-0.9518987341772152,-1.2860759493670884,-1.4556962025316453,-0.9341772151898734,-0.9063291139240504,-1.6784810126582277,-0.782278481012658,-1.0379746835443036,-1.2126582278481013,-0.918987341772152,-0.6253164556962025,-1.3367088607594937,-1.8202531645569615,-0.7240506329113923,-0.6379746835443036,-2.0835443037974684,-1.1468354430379744,-1.0531645569620252
-1.104,-0.936,-1.2506666666666664,-1.445333333333333,-1.8586666666666665,-1.194666666666667,-1.0533333333333332,-2.12,-0.96,-1.128,-1.4746666666666661,-1.088,-0.8933333333333332,-1.557333333333333,-2.232,-0.8613333333333331,-0.8853333333333332,-2.44,-1.365333333333333,-1.144
-1.1468926553672318,-0.9237288135593218,-1.1440677966101696,-1.5762711864406782,-1.7598870056497178,-1.288135593220339,-1.2090395480225986,-2.0,-0.9180790960451976,-1.194915254237288,-1.4322033898305087,-1.268361581920904,-0.7429378531073446,-1.5819209039548026,-2.231638418079096,-0.9463276836158194,-0.8757062146892653,-2.5141242937853105,-1.474576271186441,-1.115819209039548
-0.9318181818181815,-0.8838383838383839,-0.946969696969697,-1.3863636363636365,-1.5631313131313131,-1.042929292929293,-0.9797979797979796,-1.76010101010101,-0.7525252525252525,-1.1186868686868687,-1.2575757575757576,-0.9848484848484848,-0.7373737373737372,-1.4368686868686869,-1.7777777777777777,-0.7196969696969697,-0.7121212121212122,-2.3510101010101008,-1.2777777777777777,-1.1035353535353538
-1.112,-0.856,-1.064,-1.5306666666666664,-1.6026666666666665,-1.1386666666666667,-1.096,-1.8266666666666664,-0.7946666666666665,-1.1013333333333333,-1.344,-1.024,-0.7626666666666668,-1.52,-2.152,-0.8373333333333332,-0.8266666666666665,-2.248,-1.336,-1.136
-1.2657342657342658,-0.8531468531468531,-0.9580419580419582,-1.2727272727272727,-1.4755244755244754,-0.965034965034965,-0.4545454545454545,-2.4335664335664338,-0.5524475524475524,-1.055944055944056,-1.6013986013986012,-0.7972027972027971,-1.083916083916084,-1.5804195804195804,-1.7622377622377623,-0.986013986013986,-0.93006993006993,-2.391608391608392,-1.4335664335664335,-1.2517482517482517
-0.392156862745098,-0.6470588235294117,-0.6666666666666665,-1.2,-1.584313725490196,-0.7215686274509805,-0.9372549019607842,-1.2156862745098038,-0.9294117647058824,-1.1215686274509804,-1.1686274509803922,-0.6352941176470588,-0.5411764705882353,-1.0823529411764703,-1.1019607843137256,-0.09019607843137255,-0.2431372549019608,-1.7254901960784312,-1.0509803921568628,-0.9137254901960784
-0.8053527980535281,-0.8491484184914841,-0.8637469586374696,-1.2871046228710463,-1.4476885644768858,-0.917274939172749,-0.8734793187347932,-1.6155717761557176,-0.7883211678832116,-1.0194647201946472,-1.2262773722627736,-0.81021897810219,-0.5644768856447688,-1.2262773722627736,-1.632603406326034,-0.5304136253041363,-0.51338199513382,-1.936739659367397,-1.2481751824817515,-1.0194647201946472
